id,sus_id,country_id,country_other,station_name,short_sample_code,sample_code,provider_code,national_code,code_ec_wise,code_ec_other,code_other,specific_locations,longitude_decimal,latitude_decimal,dpc_id,altitude,dpr_id,dpr_other,ds_passive_sampling_stretch,ds_stretch_start_and_end,ds_longitude_start_point_decimal,ds_latitude_start_point_decimal,ds_longitude_end_point_decimal,ds_latitude_end_point_decimal,ds_dpc_id,ds_altitude,ds_dpr_id,ds_dpr_other,matrix_id,matrix_other,type_sampling_id,type_sampling_other,passive_sampler_id,passive_sampler_other,sampler_type_id,sampler_type_other,sampler_mass,sampler_surface_area,date_sampling_start_day,date_sampling_start_month,date_sampling_start_year,exposure_time_days,exposure_time_hours,date_of_analysis,time_of_analysis,name,basin_name_id,basin_name_other,dts_id,dts_other,dtm_id,dtm_other,dic_id,concentration_value,unit,title_of_project,ph,temperature,spm_conc,salinity,doc,hardness,o2_1,o2_2,bod5,h2s,p_po4,n_no2,tss,p_total,n_no3,n_total,remark_1,remark_2,am_id,org_id,orig_compound,orig_cas_no,p_determinand_id,p_a_exposure_time,p_a_cruise_dates,p_a_river_km,p_a_sampler_sheets_disks_nr,p_a_sample_code
3508,1703,YY,,,,,,,,,,,,,,,0,,Ukraine Site 2a,Ostrov Zmejnyj,,,,,0,,0,,5,"",0,"",9,"",1,,-,22.7,27,6,2016,28,"",0000-00-00,00:00:00,,0,,,,,,1,432.667,pg/sampler,,,,,,,,,,,,,,,,,,"",,3193,1,PFPA,422-64-0,"",27,27.6.-24.7.,"","",16/4589-91
3509,366,YY,,,,,,,,,,,,,,,0,,Ukraine Site 2a,Ostrov Zmejnyj,,,,,0,,0,,5,"",0,"",9,"",1,,-,22.7,27,6,2016,28,"",0000-00-00,00:00:00,,0,,,,,,1,2893.33,pg/sampler,,,,,,,,,,,,,,,,,,"",,3194,1,PFHxA,307-24-4,"",27,27.6.-24.7.,"","",16/4589-91
3510,367,YY,,,,,,,,,,,,,,,0,,Ukraine Site 2a,Ostrov Zmejnyj,,,,,0,,0,,5,"",0,"",9,"",1,,-,22.7,27,6,2016,28,"",0000-00-00,00:00:00,,0,,,,,,1,1206.67,pg/sampler,,,,,,,,,,,,,,,,,,"",,3195,1,PFHpA,1546-95-8,"",27,27.6.-24.7.,"","",16/4589-91
3511,9389,YY,,,,,,,,,,,,,,,0,,Ukraine Site 2a,Ostrov Zmejnyj,,,,,0,,0,,5,"",0,"",9,"",1,,-,22.7,27,6,2016,28,"",0000-00-00,00:00:00,,0,,,,,,1,2185.33,pg/sampler,,,,,,,,,,,,,,,,,,"",,3196,1,PFOA,335-67-1,"",27,27.6.-24.7.,"","",16/4589-91
3512,368,YY,,,,,,,,,,,,,,,0,,Ukraine Site 2a,Ostrov Zmejnyj,,,,,0,,0,,5,"",0,"",9,"",1,,-,22.7,27,6,2016,28,"",0000-00-00,00:00:00,,0,,,,,,1,323.333,pg/sampler,,,,,,,,,,,,,,,,,,"",,3197,1,PFNA,375-95-1,"",27,27.6.-24.7.,"","",16/4589-91
3513,369,YY,,,,,,,,,,,,,,,0,,Ukraine Site 2a,Ostrov Zmejnyj,,,,,0,,0,,5,"",0,"",9,"",1,,-,22.7,27,6,2016,28,"",0000-00-00,00:00:00,,0,,,,,,1,78.1,pg/sampler,,,,,,,,,,,,,,,,,,"",,3198,1,PFDA,335-76-2,"",27,27.6.-24.7.,"","",16/4589-91
3514,370,YY,,,,,,,,,,,,,,,0,,Ukraine Site 2a,Ostrov Zmejnyj,,,,,0,,0,,5,"",0,"",9,"",1,,-,22.7,27,6,2016,28,"",0000-00-00,00:00:00,,0,,,,,,3,0,pg/sampler,,,,,,,,,,,,,,,,,,"",,3199,1,PFUnDA,2058-94-8,"",27,27.6.-24.7.,"","",16/4589-91
3515,9617,YY,,,,,,,,,,,,,,,0,,Ukraine Site 2a,Ostrov Zmejnyj,,,,,0,,0,,5,"",0,"",9,"",1,,-,22.7,27,6,2016,28,"",0000-00-00,00:00:00,,0,,,,,,1,212.2,pg/sampler,,,,,,,,,,,,,,,,,,"",,3200,1,PFDoDA,307-55-1,"",27,27.6.-24.7.,"","",16/4589-91
3516,11270,YY,,,,,,,,,,,,,,,0,,Ukraine Site 2a,Ostrov Zmejnyj,,,,,0,,0,,5,"",0,"",9,"",1,,-,22.7,27,6,2016,28,"",0000-00-00,00:00:00,,0,,,,,,1,133.8,pg/sampler,,,,,,,,,,,,,,,,,,"",,3201,1,PFTrDA,72629-94-8,"",27,27.6.-24.7.,"","",16/4589-91
3517,11273,YY,,,,,,,,,,,,,,,0,,Ukraine Site 2a,Ostrov Zmejnyj,,,,,0,,0,,5,"",0,"",9,"",1,,-,22.7,27,6,2016,28,"",0000-00-00,00:00:00,,0,,,,,,3,0,pg/sampler,,,,,,,,,,,,,,,,,,"",,3202,1,PFTeDA, 376-06-7,"",27,27.6.-24.7.,"","",16/4589-91
3518,10276,YY,,,,,,,,,,,,,,,0,,Ukraine Site 2a,Ostrov Zmejnyj,,,,,0,,0,,5,"",0,"",9,"",1,,-,22.7,27,6,2016,28,"",0000-00-00,00:00:00,,0,,,,,,1,368,pg/sampler,,,,,,,,,,,,,,,,,,"",,3203,1,PFBS,59933-66-3,"",27,27.6.-24.7.,"","",16/4589-91
3519,10279,YY,,,,,,,,,,,,,,,0,,Ukraine Site 2a,Ostrov Zmejnyj,,,,,0,,0,,5,"",0,"",9,"",1,,-,22.7,27,6,2016,28,"",0000-00-00,00:00:00,,0,,,,,,1,768,pg/sampler,,,,,,,,,,,,,,,,,,"",,3204,1,PFHxS,355-46-4,"",27,27.6.-24.7.,"","",16/4589-91
3520,11291,YY,,,,,,,,,,,,,,,0,,Ukraine Site 2a,Ostrov Zmejnyj,,,,,0,,0,,5,"",0,"",9,"",1,,-,22.7,27,6,2016,28,"",0000-00-00,00:00:00,,0,,,,,,1,327.467,pg/sampler,,,,,,,,,,,,,,,,,,"",,3205,1,PFHpS,375-92-8,"",27,27.6.-24.7.,"","",16/4589-91
3521,73864,YY,,,,,,,,,,,,,,,0,,Ukraine Site 2a,Ostrov Zmejnyj,,,,,0,,0,,5,"",0,"",9,"",1,,-,22.7,27,6,2016,28,"",0000-00-00,00:00:00,,0,,,,,,1,1394,pg/sampler,,,,,,,,,,,,,,,,,,"",,3206,1,PFOS,45298-90-6,"",27,27.6.-24.7.,"","",16/4589-91
3522,11418,YY,,,,,,,,,,,,,,,0,,Ukraine Site 2a,Ostrov Zmejnyj,,,,,0,,0,,5,"",0,"",9,"",1,,-,22.7,27,6,2016,28,"",0000-00-00,00:00:00,,0,,,,,,1,179.267,pg/sampler,,,,,,,,,,,,,,,,,,"",,3207,1,PFDS,335-77-3,"",27,27.6.-24.7.,"","",16/4589-91
3523,10967,YY,,,,,,,,,,,,,,,0,,Ukraine Site 2a,Ostrov Zmejnyj,,,,,0,,0,,5,"",0,"",9,"",1,,-,22.7,27,6,2016,28,"",0000-00-00,00:00:00,,0,,,,,,1,34.8667,pg/sampler,,,,,,,,,,,,,,,,,,"",,3210,1,FOSA,754-91-6,"",27,27.6.-24.7.,"","",16/4589-91
3524,10968,YY,,,,,,,,,,,,,,,0,,Ukraine Site 2a,Ostrov Zmejnyj,,,,,0,,0,,5,"",0,"",9,"",1,,-,22.7,27,6,2016,28,"",0000-00-00,00:00:00,,0,,,,,,3,0,pg/sampler,,,,,,,,,,,,,,,,,,"",,3208,1,MeFOSA,31506-32-8,"",27,27.6.-24.7.,"","",16/4589-91
3525,371,YY,,,,,,,,,,,,,,,0,,Ukraine Site 2a,Ostrov Zmejnyj,,,,,0,,0,,5,"",0,"",9,"",1,,-,22.7,27,6,2016,28,"",0000-00-00,00:00:00,,0,,,,,,3,0,pg/sampler,,,,,,,,,,,,,,,,,,"",,3209,1,EtFOSA,4151-50-2,"",27,27.6.-24.7.,"","",16/4589-91
3526,11320,YY,,,,,,,,,,,,,,,0,,Ukraine Site 2a,Ostrov Zmejnyj,,,,,0,,0,,5,"",0,"",9,"",1,,-,22.7,27,6,2016,28,"",0000-00-00,00:00:00,,0,,,,,,3,0,pg/sampler,,,,,,,,,,,,,,,,,,"",,3211,1,MeFOSE,24448-09-7,"",27,27.6.-24.7.,"","",16/4589-91
3527,11323,YY,,,,,,,,,,,,,,,0,,Ukraine Site 2a,Ostrov Zmejnyj,,,,,0,,0,,5,"",0,"",9,"",1,,-,22.7,27,6,2016,28,"",0000-00-00,00:00:00,,0,,,,,,3,0,pg/sampler,,,,,,,,,,,,,,,,,,"",,3212,1,EtFOSE,1691-99-2,"",27,27.6.-24.7.,"","",16/4589-91
3528,364,YY,,,,,,,,,,,,,,,0,,FB Ukraine POCIS,Field blank Ukraine,,,,,0,,0,,5,"",0,"",8,"",2,,0.2,45.8,0,0,2016,0,"",0000-00-00,00:00:00,,0,,,,,,3,0,pg/sampler,,,,,,,,,,,,,,,,,,"",,3192,1,PFBA,375-22-4,"",-,-,"","",16/4592-94
3529,1703,YY,,,,,,,,,,,,,,,0,,FB Ukraine POCIS,Field blank Ukraine,,,,,0,,0,,5,"",0,"",8,"",2,,0.2,45.8,0,0,2016,0,"",0000-00-00,00:00:00,,0,,,,,,1,256.4,pg/sampler,,,,,,,,,,,,,,,,,,"",,3193,1,PFPA,422-64-0,"",-,-,"","",16/4592-94
3530,366,YY,,,,,,,,,,,,,,,0,,FB Ukraine POCIS,Field blank Ukraine,,,,,0,,0,,5,"",0,"",8,"",2,,0.2,45.8,0,0,2016,0,"",0000-00-00,00:00:00,,0,,,,,,1,230,pg/sampler,,,,,,,,,,,,,,,,,,"",,3194,1,PFHxA,307-24-4,"",-,-,"","",16/4592-94
3531,367,YY,,,,,,,,,,,,,,,0,,FB Ukraine POCIS,Field blank Ukraine,,,,,0,,0,,5,"",0,"",8,"",2,,0.2,45.8,0,0,2016,0,"",0000-00-00,00:00:00,,0,,,,,,1,199,pg/sampler,,,,,,,,,,,,,,,,,,"",,3195,1,PFHpA,1546-95-8,"",-,-,"","",16/4592-94
3532,9389,YY,,,,,,,,,,,,,,,0,,FB Ukraine POCIS,Field blank Ukraine,,,,,0,,0,,5,"",0,"",8,"",2,,0.2,45.8,0,0,2016,0,"",0000-00-00,00:00:00,,0,,,,,,1,324.067,pg/sampler,,,,,,,,,,,,,,,,,,"",,3196,1,PFOA,335-67-1,"",-,-,"","",16/4592-94
3533,368,YY,,,,,,,,,,,,,,,0,,FB Ukraine POCIS,Field blank Ukraine,,,,,0,,0,,5,"",0,"",8,"",2,,0.2,45.8,0,0,2016,0,"",0000-00-00,00:00:00,,0,,,,,,1,112.2,pg/sampler,,,,,,,,,,,,,,,,,,"",,3197,1,PFNA,375-95-1,"",-,-,"","",16/4592-94
3534,369,YY,,,,,,,,,,,,,,,0,,FB Ukraine POCIS,Field blank Ukraine,,,,,0,,0,,5,"",0,"",8,"",2,,0.2,45.8,0,0,2016,0,"",0000-00-00,00:00:00,,0,,,,,,1,43.8,pg/sampler,,,,,,,,,,,,,,,,,,"",,3198,1,PFDA,335-76-2,"",-,-,"","",16/4592-94
3535,370,YY,,,,,,,,,,,,,,,0,,FB Ukraine POCIS,Field blank Ukraine,,,,,0,,0,,5,"",0,"",8,"",2,,0.2,45.8,0,0,2016,0,"",0000-00-00,00:00:00,,0,,,,,,3,0,pg/sampler,,,,,,,,,,,,,,,,,,"",,3199,1,PFUnDA,2058-94-8,"",-,-,"","",16/4592-94
3536,9617,YY,,,,,,,,,,,,,,,0,,FB Ukraine POCIS,Field blank Ukraine,,,,,0,,0,,5,"",0,"",8,"",2,,0.2,45.8,0,0,2016,0,"",0000-00-00,00:00:00,,0,,,,,,1,326,pg/sampler,,,,,,,,,,,,,,,,,,"",,3200,1,PFDoDA,307-55-1,"",-,-,"","",16/4592-94
3537,11270,YY,,,,,,,,,,,,,,,0,,FB Ukraine POCIS,Field blank Ukraine,,,,,0,,0,,5,"",0,"",8,"",2,,0.2,45.8,0,0,2016,0,"",0000-00-00,00:00:00,,0,,,,,,1,199.2,pg/sampler,,,,,,,,,,,,,,,,,,"",,3201,1,PFTrDA,72629-94-8,"",-,-,"","",16/4592-94
3538,11273,YY,,,,,,,,,,,,,,,0,,FB Ukraine POCIS,Field blank Ukraine,,,,,0,,0,,5,"",0,"",8,"",2,,0.2,45.8,0,0,2016,0,"",0000-00-00,00:00:00,,0,,,,,,1,92.6667,pg/sampler,,,,,,,,,,,,,,,,,,"",,3202,1,PFTeDA, 376-06-7,"",-,-,"","",16/4592-94
3539,10276,YY,,,,,,,,,,,,,,,0,,FB Ukraine POCIS,Field blank Ukraine,,,,,0,,0,,5,"",0,"",8,"",2,,0.2,45.8,0,0,2016,0,"",0000-00-00,00:00:00,,0,,,,,,1,161,pg/sampler,,,,,,,,,,,,,,,,,,"",,3203,1,PFBS,59933-66-3,"",-,-,"","",16/4592-94
3540,10279,YY,,,,,,,,,,,,,,,0,,FB Ukraine POCIS,Field blank Ukraine,,,,,0,,0,,5,"",0,"",8,"",2,,0.2,45.8,0,0,2016,0,"",0000-00-00,00:00:00,,0,,,,,,1,148.133,pg/sampler,,,,,,,,,,,,,,,,,,"",,3204,1,PFHxS,355-46-4,"",-,-,"","",16/4592-94
3541,11291,YY,,,,,,,,,,,,,,,0,,FB Ukraine POCIS,Field blank Ukraine,,,,,0,,0,,5,"",0,"",8,"",2,,0.2,45.8,0,0,2016,0,"",0000-00-00,00:00:00,,0,,,,,,1,11.72,pg/sampler,,,,,,,,,,,,,,,,,,"",,3205,1,PFHpS,375-92-8,"",-,-,"","",16/4592-94
3542,73864,YY,,,,,,,,,,,,,,,0,,FB Ukraine POCIS,Field blank Ukraine,,,,,0,,0,,5,"",0,"",8,"",2,,0.2,45.8,0,0,2016,0,"",0000-00-00,00:00:00,,0,,,,,,1,179.467,pg/sampler,,,,,,,,,,,,,,,,,,"",,3206,1,PFOS,45298-90-6,"",-,-,"","",16/4592-94
3543,11418,YY,,,,,,,,,,,,,,,0,,FB Ukraine POCIS,Field blank Ukraine,,,,,0,,0,,5,"",0,"",8,"",2,,0.2,45.8,0,0,2016,0,"",0000-00-00,00:00:00,,0,,,,,,1,32.22,pg/sampler,,,,,,,,,,,,,,,,,,"",,3207,1,PFDS,335-77-3,"",-,-,"","",16/4592-94
3544,10967,YY,,,,,,,,,,,,,,,0,,FB Ukraine POCIS,Field blank Ukraine,,,,,0,,0,,5,"",0,"",8,"",2,,0.2,45.8,0,0,2016,0,"",0000-00-00,00:00:00,,0,,,,,,1,71.6,pg/sampler,,,,,,,,,,,,,,,,,,"",,3210,1,FOSA,754-91-6,"",-,-,"","",16/4592-94
3545,10968,YY,,,,,,,,,,,,,,,0,,FB Ukraine POCIS,Field blank Ukraine,,,,,0,,0,,5,"",0,"",8,"",2,,0.2,45.8,0,0,2016,0,"",0000-00-00,00:00:00,,0,,,,,,3,0,pg/sampler,,,,,,,,,,,,,,,,,,"",,3208,1,MeFOSA,31506-32-8,"",-,-,"","",16/4592-94
3546,371,YY,,,,,,,,,,,,,,,0,,FB Ukraine POCIS,Field blank Ukraine,,,,,0,,0,,5,"",0,"",8,"",2,,0.2,45.8,0,0,2016,0,"",0000-00-00,00:00:00,,0,,,,,,3,0,pg/sampler,,,,,,,,,,,,,,,,,,"",,3209,1,EtFOSA,4151-50-2,"",-,-,"","",16/4592-94
3547,11320,YY,,,,,,,,,,,,,,,0,,FB Ukraine POCIS,Field blank Ukraine,,,,,0,,0,,5,"",0,"",8,"",2,,0.2,45.8,0,0,2016,0,"",0000-00-00,00:00:00,,0,,,,,,3,0,pg/sampler,,,,,,,,,,,,,,,,,,"",,3211,1,MeFOSE,24448-09-7,"",-,-,"","",16/4592-94
3548,11323,YY,,,,,,,,,,,,,,,0,,FB Ukraine POCIS,Field blank Ukraine,,,,,0,,0,,5,"",0,"",8,"",2,,0.2,45.8,0,0,2016,0,"",0000-00-00,00:00:00,,0,,,,,,3,0,pg/sampler,,,,,,,,,,,,,,,,,,"",,3212,1,EtFOSE,1691-99-2,"",-,-,"","",16/4592-94
3549,364,YY,,,,,,,,,,,,,,,0,,Ukraine Site1a,Odessa,,,,,0,,0,,5,"",0,"",8,"",1,,0.08,45.8,9,6,2016,3,"",0000-00-00,00:00:00,,0,,,,,,3,0,pg/sampler,,,,,,,,,,,,,,,,,,"",,3192,1,PFBA,375-22-4,"",32,9.6.-11.7.,"","",16/4595
3550,1703,YY,,,,,,,,,,,,,,,0,,Ukraine Site1a,Odessa,,,,,0,,0,,5,"",0,"",8,"",1,,0.08,45.8,9,6,2016,3,"",0000-00-00,00:00:00,,0,,,,,,1,892,pg/sampler,,,,,,,,,,,,,,,,,,"",,3193,1,PFPA,422-64-0,"",32,9.6.-11.7.,"","",16/4595
3551,366,YY,,,,,,,,,,,,,,,0,,Ukraine Site1a,Odessa,,,,,0,,0,,5,"",0,"",8,"",1,,0.08,45.8,9,6,2016,3,"",0000-00-00,00:00:00,,0,,,,,,1,1066,pg/sampler,,,,,,,,,,,,,,,,,,"",,3194,1,PFHxA,307-24-4,"",32,9.6.-11.7.,"","",16/4595
3552,367,YY,,,,,,,,,,,,,,,0,,Ukraine Site1a,Odessa,,,,,0,,0,,5,"",0,"",8,"",1,,0.08,45.8,9,6,2016,3,"",0000-00-00,00:00:00,,0,,,,,,1,860,pg/sampler,,,,,,,,,,,,,,,,,,"",,3195,1,PFHpA,1546-95-8,"",32,9.6.-11.7.,"","",16/4595
3553,9389,YY,,,,,,,,,,,,,,,0,,Ukraine Site1a,Odessa,,,,,0,,0,,5,"",0,"",8,"",1,,0.08,45.8,9,6,2016,3,"",0000-00-00,00:00:00,,0,,,,,,1,4000,pg/sampler,,,,,,,,,,,,,,,,,,"",,3196,1,PFOA,335-67-1,"",32,9.6.-11.7.,"","",16/4595
3554,368,YY,,,,,,,,,,,,,,,0,,Ukraine Site1a,Odessa,,,,,0,,0,,5,"",0,"",8,"",1,,0.08,45.8,9,6,2016,3,"",0000-00-00,00:00:00,,0,,,,,,1,786,pg/sampler,,,,,,,,,,,,,,,,,,"",,3197,1,PFNA,375-95-1,"",32,9.6.-11.7.,"","",16/4595
3555,369,YY,,,,,,,,,,,,,,,0,,Ukraine Site1a,Odessa,,,,,0,,0,,5,"",0,"",8,"",1,,0.08,45.8,9,6,2016,3,"",0000-00-00,00:00:00,,0,,,,,,1,648,pg/sampler,,,,,,,,,,,,,,,,,,"",,3198,1,PFDA,335-76-2,"",32,9.6.-11.7.,"","",16/4595
3556,370,YY,,,,,,,,,,,,,,,0,,Ukraine Site1a,Odessa,,,,,0,,0,,5,"",0,"",8,"",1,,0.08,45.8,9,6,2016,3,"",0000-00-00,00:00:00,,0,,,,,,3,0,pg/sampler,,,,,,,,,,,,,,,,,,"",,3199,1,PFUnDA,2058-94-8,"",32,9.6.-11.7.,"","",16/4595
3557,9617,YY,,,,,,,,,,,,,,,0,,Ukraine Site1a,Odessa,,,,,0,,0,,5,"",0,"",8,"",1,,0.08,45.8,9,6,2016,3,"",0000-00-00,00:00:00,,0,,,,,,1,676,pg/sampler,,,,,,,,,,,,,,,,,,"",,3200,1,PFDoDA,307-55-1,"",32,9.6.-11.7.,"","",16/4595
3558,11270,YY,,,,,,,,,,,,,,,0,,Ukraine Site1a,Odessa,,,,,0,,0,,5,"",0,"",8,"",1,,0.08,45.8,9,6,2016,3,"",0000-00-00,00:00:00,,0,,,,,,1,242,pg/sampler,,,,,,,,,,,,,,,,,,"",,3201,1,PFTrDA,72629-94-8,"",32,9.6.-11.7.,"","",16/4595
3559,11273,YY,,,,,,,,,,,,,,,0,,Ukraine Site1a,Odessa,,,,,0,,0,,5,"",0,"",8,"",1,,0.08,45.8,9,6,2016,3,"",0000-00-00,00:00:00,,0,,,,,,3,0,pg/sampler,,,,,,,,,,,,,,,,,,"",,3202,1,PFTeDA, 376-06-7,"",32,9.6.-11.7.,"","",16/4595
3560,10276,YY,,,,,,,,,,,,,,,0,,Ukraine Site1a,Odessa,,,,,0,,0,,5,"",0,"",8,"",1,,0.08,45.8,9,6,2016,3,"",0000-00-00,00:00:00,,0,,,,,,1,896,pg/sampler,,,,,,,,,,,,,,,,,,"",,3203,1,PFBS,59933-66-3,"",32,9.6.-11.7.,"","",16/4595
3561,10279,YY,,,,,,,,,,,,,,,0,,Ukraine Site1a,Odessa,,,,,0,,0,,5,"",0,"",8,"",1,,0.08,45.8,9,6,2016,3,"",0000-00-00,00:00:00,,0,,,,,,1,846,pg/sampler,,,,,,,,,,,,,,,,,,"",,3204,1,PFHxS,355-46-4,"",32,9.6.-11.7.,"","",16/4595
3562,11291,YY,,,,,,,,,,,,,,,0,,Ukraine Site1a,Odessa,,,,,0,,0,,5,"",0,"",8,"",1,,0.08,45.8,9,6,2016,3,"",0000-00-00,00:00:00,,0,,,,,,1,113.8,pg/sampler,,,,,,,,,,,,,,,,,,"",,3205,1,PFHpS,375-92-8,"",32,9.6.-11.7.,"","",16/4595
3563,73864,YY,,,,,,,,,,,,,,,0,,Ukraine Site1a,Odessa,,,,,0,,0,,5,"",0,"",8,"",1,,0.08,45.8,9,6,2016,3,"",0000-00-00,00:00:00,,0,,,,,,1,2000,pg/sampler,,,,,,,,,,,,,,,,,,"",,3206,1,PFOS,45298-90-6,"",32,9.6.-11.7.,"","",16/4595
3564,11418,YY,,,,,,,,,,,,,,,0,,Ukraine Site1a,Odessa,,,,,0,,0,,5,"",0,"",8,"",1,,0.08,45.8,9,6,2016,3,"",0000-00-00,00:00:00,,0,,,,,,1,55.4,pg/sampler,,,,,,,,,,,,,,,,,,"",,3207,1,PFDS,335-77-3,"",32,9.6.-11.7.,"","",16/4595
3565,10967,YY,,,,,,,,,,,,,,,0,,Ukraine Site1a,Odessa,,,,,0,,0,,5,"",0,"",8,"",1,,0.08,45.8,9,6,2016,3,"",0000-00-00,00:00:00,,0,,,,,,1,42.2,pg/sampler,,,,,,,,,,,,,,,,,,"",,3210,1,FOSA,754-91-6,"",32,9.6.-11.7.,"","",16/4595
3566,10968,YY,,,,,,,,,,,,,,,0,,Ukraine Site1a,Odessa,,,,,0,,0,,5,"",0,"",8,"",1,,0.08,45.8,9,6,2016,3,"",0000-00-00,00:00:00,,0,,,,,,3,0,pg/sampler,,,,,,,,,,,,,,,,,,"",,3208,1,MeFOSA,31506-32-8,"",32,9.6.-11.7.,"","",16/4595
3567,371,YY,,,,,,,,,,,,,,,0,,Ukraine Site1a,Odessa,,,,,0,,0,,5,"",0,"",8,"",1,,0.08,45.8,9,6,2016,3,"",0000-00-00,00:00:00,,0,,,,,,3,0,pg/sampler,,,,,,,,,,,,,,,,,,"",,3209,1,EtFOSA,4151-50-2,"",32,9.6.-11.7.,"","",16/4595
3568,11320,YY,,,,,,,,,,,,,,,0,,Ukraine Site1a,Odessa,,,,,0,,0,,5,"",0,"",8,"",1,,0.08,45.8,9,6,2016,3,"",0000-00-00,00:00:00,,0,,,,,,3,0,pg/sampler,,,,,,,,,,,,,,,,,,"",,3211,1,MeFOSE,24448-09-7,"",32,9.6.-11.7.,"","",16/4595
3569,11323,YY,,,,,,,,,,,,,,,0,,Ukraine Site1a,Odessa,,,,,0,,0,,5,"",0,"",8,"",1,,0.08,45.8,9,6,2016,3,"",0000-00-00,00:00:00,,0,,,,,,3,0,pg/sampler,,,,,,,,,,,,,,,,,,"",,3212,1,EtFOSE,1691-99-2,"",32,9.6.-11.7.,"","",16/4595
3570,364,YY,,,,,,,,,,,,,,,0,,Ukraine Site 2a,Ostrov Zmejnyj,,,,,0,,0,,5,"",0,"",8,"",1,,0.08,45.8,27,6,2016,28,"",0000-00-00,00:00:00,,0,,,,,,3,0,pg/sampler,,,,,,,,,,,,,,,,,,"",,3192,1,PFBA,375-22-4,"",27,27.6.-24.7.,"","",16/4596-98
3571,1703,YY,,,,,,,,,,,,,,,0,,Ukraine Site 2a,Ostrov Zmejnyj,,,,,0,,0,,5,"",0,"",8,"",1,,0.08,45.8,27,6,2016,28,"",0000-00-00,00:00:00,,0,,,,,,1,198.467,pg/sampler,,,,,,,,,,,,,,,,,,"",,3193,1,PFPA,422-64-0,"",27,27.6.-24.7.,"","",16/4596-98
3572,366,YY,,,,,,,,,,,,,,,0,,Ukraine Site 2a,Ostrov Zmejnyj,,,,,0,,0,,5,"",0,"",8,"",1,,0.08,45.8,27,6,2016,28,"",0000-00-00,00:00:00,,0,,,,,,1,694.667,pg/sampler,,,,,,,,,,,,,,,,,,"",,3194,1,PFHxA,307-24-4,"",27,27.6.-24.7.,"","",16/4596-98
3573,367,YY,,,,,,,,,,,,,,,0,,Ukraine Site 2a,Ostrov Zmejnyj,,,,,0,,0,,5,"",0,"",8,"",1,,0.08,45.8,27,6,2016,28,"",0000-00-00,00:00:00,,0,,,,,,1,683.333,pg/sampler,,,,,,,,,,,,,,,,,,"",,3195,1,PFHpA,1546-95-8,"",27,27.6.-24.7.,"","",16/4596-98
3574,9389,YY,,,,,,,,,,,,,,,0,,Ukraine Site 2a,Ostrov Zmejnyj,,,,,0,,0,,5,"",0,"",8,"",1,,0.08,45.8,27,6,2016,28,"",0000-00-00,00:00:00,,0,,,,,,1,3153.33,pg/sampler,,,,,,,,,,,,,,,,,,"",,3196,1,PFOA,335-67-1,"",27,27.6.-24.7.,"","",16/4596-98
3575,368,YY,,,,,,,,,,,,,,,0,,Ukraine Site 2a,Ostrov Zmejnyj,,,,,0,,0,,5,"",0,"",8,"",1,,0.08,45.8,27,6,2016,28,"",0000-00-00,00:00:00,,0,,,,,,1,494.667,pg/sampler,,,,,,,,,,,,,,,,,,"",,3197,1,PFNA,375-95-1,"",27,27.6.-24.7.,"","",16/4596-98
3576,369,YY,,,,,,,,,,,,,,,0,,Ukraine Site 2a,Ostrov Zmejnyj,,,,,0,,0,,5,"",0,"",8,"",1,,0.08,45.8,27,6,2016,28,"",0000-00-00,00:00:00,,0,,,,,,1,419.333,pg/sampler,,,,,,,,,,,,,,,,,,"",,3198,1,PFDA,335-76-2,"",27,27.6.-24.7.,"","",16/4596-98
3577,370,YY,,,,,,,,,,,,,,,0,,Ukraine Site 2a,Ostrov Zmejnyj,,,,,0,,0,,5,"",0,"",8,"",1,,0.08,45.8,27,6,2016,28,"",0000-00-00,00:00:00,,0,,,,,,3,0,pg/sampler,,,,,,,,,,,,,,,,,,"",,3199,1,PFUnDA,2058-94-8,"",27,27.6.-24.7.,"","",16/4596-98
3578,9617,YY,,,,,,,,,,,,,,,0,,Ukraine Site 2a,Ostrov Zmejnyj,,,,,0,,0,,5,"",0,"",8,"",1,,0.08,45.8,27,6,2016,28,"",0000-00-00,00:00:00,,0,,,,,,1,554,pg/sampler,,,,,,,,,,,,,,,,,,"",,3200,1,PFDoDA,307-55-1,"",27,27.6.-24.7.,"","",16/4596-98
3579,11270,YY,,,,,,,,,,,,,,,0,,Ukraine Site 2a,Ostrov Zmejnyj,,,,,0,,0,,5,"",0,"",8,"",1,,0.08,45.8,27,6,2016,28,"",0000-00-00,00:00:00,,0,,,,,,1,191.8,pg/sampler,,,,,,,,,,,,,,,,,,"",,3201,1,PFTrDA,72629-94-8,"",27,27.6.-24.7.,"","",16/4596-98
3580,11273,YY,,,,,,,,,,,,,,,0,,Ukraine Site 2a,Ostrov Zmejnyj,,,,,0,,0,,5,"",0,"",8,"",1,,0.08,45.8,27,6,2016,28,"",0000-00-00,00:00:00,,0,,,,,,3,0,pg/sampler,,,,,,,,,,,,,,,,,,"",,3202,1,PFTeDA, 376-06-7,"",27,27.6.-24.7.,"","",16/4596-98
