analysis_id,sample_matrix_id,sample_matrix_other,gene_name,gene_description,gene_family,associated_phenotype,monogenic_phenotype,forward_primer,reverse_primer,dye_probe_based,probe_sequence,plasmid_genome_standards,multi_drug_resistance_phenotype,genetic_marker,genetic_marker_specify,common_bacterial_host,concentration_data_id,concentration_id,concentration_abundance_per_ml,concentration_abundance_per_ng,concentration_abundance,prevalence,sampling_date_day,sampling_date_month,sampling_date_year,sampling_date_hour,sampling_date_minute,method_id,source_id,coordinate_id,remark
2172,8,"",blaOXA,Beta-lactamase OXA,lactamases,"",Not known,,,,,,"",Not known,"","",1,0,0,,,,0,2,2016,"","",2083,2083,2148,Sample collected from deep tube wells
2173,8,"",blaOXA,Beta-lactamase OXA,lactamases,"",Not known,,,,,,"",Not known,"","",1,0,0,,,,0,2,2016,"","",2083,2083,2149,Sample collected from deep tube wells
2174,8,"",qnrS,Quinolone resistance pentapeptide repeat protein,Quinolone resistance pentapeptide repeat protein,"",Not known,,,,,,"",Not known,"","",1,0,0,,,,0,2,2016,"","",2084,2084,2144,Sample collected from deep tube wells
2175,8,"",qnrS,Quinolone resistance pentapeptide repeat protein,Quinolone resistance pentapeptide repeat protein,"",Not known,,,,,,"",Not known,"","",1,0,0,,,,0,2,2016,"","",2084,2084,2145,Sample collected from deep tube wells
2176,8,"",qnrS,Quinolone resistance pentapeptide repeat protein,Quinolone resistance pentapeptide repeat protein,"",Not known,,,,,,"",Not known,"","",1,0,0,,,,0,2,2016,"","",2084,2084,2146,Sample collected from deep tube wells
2177,8,"",qnrS,Quinolone resistance pentapeptide repeat protein,Quinolone resistance pentapeptide repeat protein,"",Not known,,,,,,"",Not known,"","",1,0,0,,,,0,2,2016,"","",2084,2084,2147,Sample collected from deep tube wells
2178,8,"",qnrS,Quinolone resistance pentapeptide repeat protein,Quinolone resistance pentapeptide repeat protein,"",Not known,,,,,,"",Not known,"","",1,0,331.131121482591,,,,0,2,2016,"","",2084,2084,2148,Sample collected from deep tube wells
2179,8,"",qnrS,Quinolone resistance pentapeptide repeat protein,Quinolone resistance pentapeptide repeat protein,"",Not known,,,,,,"",Not known,"","",1,0,0,,,,0,2,2016,"","",2084,2084,2149,Sample collected from deep tube wells
2180,8,"",tetM,tetracycline-resistant ribosomal protection protein,tetracycline-resistant ribosomal protection proteins,"",Not known,,,,,,"",Not known,"","",1,0,0,,,,0,2,2016,"","",2085,2085,2144,Sample collected from deep tube wells
2181,8,"",tetM,tetracycline-resistant ribosomal protection protein,tetracycline-resistant ribosomal protection proteins,"",Not known,,,,,,"",Not known,"","",1,0,0,,,,0,2,2016,"","",2085,2085,2145,Sample collected from deep tube wells
2182,8,"",tetM,tetracycline-resistant ribosomal protection protein,tetracycline-resistant ribosomal protection proteins,"",Not known,,,,,,"",Not known,"","",1,0,0,,,,0,2,2016,"","",2085,2085,2146,Sample collected from deep tube wells
2183,8,"",tetM,tetracycline-resistant ribosomal protection protein,tetracycline-resistant ribosomal protection proteins,"",Not known,,,,,,"",Not known,"","",1,0,0,,,,0,2,2016,"","",2085,2085,2147,Sample collected from deep tube wells
2184,8,"",tetM,tetracycline-resistant ribosomal protection protein,tetracycline-resistant ribosomal protection proteins,"",Not known,,,,,,"",Not known,"","",1,0,0,,,,0,2,2016,"","",2085,2085,2148,Sample collected from deep tube wells
2185,8,"",tetM,tetracycline-resistant ribosomal protection protein,tetracycline-resistant ribosomal protection proteins,"",Not known,,,,,,"",Not known,"","",1,0,0,,,,0,2,2016,"","",2085,2085,2149,Sample collected from deep tube wells
2186,8,"",blaKPC,Serin-beta-Lactamase,ESBL,"",Not known,,,,,,"",Not known,"","",1,0,0,,,,0,2,2016,"","",2086,2086,2144,Sample collected from deep tube wells
2187,8,"",blaKPC,Serin-beta-Lactamase,ESBL,"",Not known,,,,,,"",Not known,"","",1,0,0,,,,0,2,2016,"","",2086,2086,2145,Sample collected from deep tube wells
2188,8,"",blaKPC,Serin-beta-Lactamase,ESBL,"",Not known,,,,,,"",Not known,"","",1,0,0,,,,0,2,2016,"","",2086,2086,2146,Sample collected from deep tube wells
2189,8,"",blaKPC,Serin-beta-Lactamase,ESBL,"",Not known,,,,,,"",Not known,"","",1,0,151.356124843621,,,,0,2,2016,"","",2086,2086,2147,Sample collected from deep tube wells
2190,8,"",blaKPC,Serin-beta-Lactamase,ESBL,"",Not known,,,,,,"",Not known,"","",1,0,0,,,,0,2,2016,"","",2086,2086,2148,Sample collected from deep tube wells
2191,8,"",blaKPC,Serin-beta-Lactamase,ESBL,"",Not known,,,,,,"",Not known,"","",1,0,0,,,,0,2,2016,"","",2086,2086,2149,Sample collected from deep tube wells
2192,8,"",dfr13,dihydrofolate reductase,cotrimoxazole,"",Not known,,,,,,"",Not known,"","",1,0,0,,,,0,2,2016,"","",2087,2087,2144,Sample collected from deep tube wells
2193,8,"",dfr13,dihydrofolate reductase,cotrimoxazole,"",Not known,,,,,,"",Not known,"","",1,0,0,,,,0,2,2016,"","",2087,2087,2145,Sample collected from deep tube wells
2194,8,"",dfr13,dihydrofolate reductase,cotrimoxazole,"",Not known,,,,,,"",Not known,"","",1,0,0,,,,0,2,2016,"","",2087,2087,2146,Sample collected from deep tube wells
2195,8,"",dfr13,dihydrofolate reductase,cotrimoxazole,"",Not known,,,,,,"",Not known,"","",1,0,0,,,,0,2,2016,"","",2087,2087,2147,Sample collected from deep tube wells
2196,8,"",dfr13,dihydrofolate reductase,cotrimoxazole,"",Not known,,,,,,"",Not known,"","",1,0,0,,,,0,2,2016,"","",2087,2087,2148,Sample collected from deep tube wells
2197,8,"",dfr13,dihydrofolate reductase,cotrimoxazole,"",Not known,,,,,,"",Not known,"","",1,0,0,,,,0,2,2016,"","",2087,2087,2149,Sample collected from deep tube wells
2198,8,"",qnrA,Quinolone resistance pentapeptide repeat protein,Quinolone resistance pentapeptide repeat protein,"",Not known,,,,,,"",Not known,"","",1,0,0,,,,0,2,2016,"","",2088,2088,2144,Sample collected from deep tube wells
2199,8,"",qnrA,Quinolone resistance pentapeptide repeat protein,Quinolone resistance pentapeptide repeat protein,"",Not known,,,,,,"",Not known,"","",1,0,0,,,,0,2,2016,"","",2088,2088,2145,Sample collected from deep tube wells
2200,8,"",qnrA,Quinolone resistance pentapeptide repeat protein,Quinolone resistance pentapeptide repeat protein,"",Not known,,,,,,"",Not known,"","",1,0,0,,,,0,2,2016,"","",2088,2088,2146,Sample collected from deep tube wells
2201,8,"",qnrA,Quinolone resistance pentapeptide repeat protein,Quinolone resistance pentapeptide repeat protein,"",Not known,,,,,,"",Not known,"","",1,0,0,,,,0,2,2016,"","",2088,2088,2147,Sample collected from deep tube wells
2202,8,"",qnrA,Quinolone resistance pentapeptide repeat protein,Quinolone resistance pentapeptide repeat protein,"",Not known,,,,,,"",Not known,"","",1,0,0,,,,0,2,2016,"","",2088,2088,2148,Sample collected from deep tube wells
2203,8,"",qnrA,Quinolone resistance pentapeptide repeat protein,Quinolone resistance pentapeptide repeat protein,"",Not known,,,,,,"",Not known,"","",1,0,0,,,,0,2,2016,"","",2088,2088,2149,Sample collected from deep tube wells
2204,8,"",vanA,Vancomycin/teicoplanin A-type resistance gene,D-alanine--D-alanine ligase,"",Not known,,,,,,"",Not known,"","",1,0,0,,,,0,2,2016,"","",2089,2089,2144,Sample collected from deep tube wells
2205,8,"",vanA,Vancomycin/teicoplanin A-type resistance gene,D-alanine--D-alanine ligase,"",Not known,,,,,,"",Not known,"","",1,0,0,,,,0,2,2016,"","",2089,2089,2145,Sample collected from deep tube wells
2206,8,"",vanA,Vancomycin/teicoplanin A-type resistance gene,D-alanine--D-alanine ligase,"",Not known,,,,,,"",Not known,"","",1,0,0,,,,0,2,2016,"","",2089,2089,2146,Sample collected from deep tube wells
2207,8,"",vanA,Vancomycin/teicoplanin A-type resistance gene,D-alanine--D-alanine ligase,"",Not known,,,,,,"",Not known,"","",1,0,0,,,,0,2,2016,"","",2089,2089,2147,Sample collected from deep tube wells
2208,8,"",vanA,Vancomycin/teicoplanin A-type resistance gene,D-alanine--D-alanine ligase,"",Not known,,,,,,"",Not known,"","",1,0,0,,,,0,2,2016,"","",2089,2089,2148,Sample collected from deep tube wells
2209,8,"",vanA,Vancomycin/teicoplanin A-type resistance gene,D-alanine--D-alanine ligase,"",Not known,,,,,,"",Not known,"","",1,0,0,,,,0,2,2016,"","",2089,2089,2149,Sample collected from deep tube wells
2210,8,"",mecA,PBP2a,penicilin binding protein,"",Not known,,,,,,"",Not known,"","",1,0,0,,,,0,2,2016,"","",2090,2090,2144,Sample collected from deep tube wells
2211,8,"",mecA,PBP2a,penicilin binding protein,"",Not known,,,,,,"",Not known,"","",1,0,0,,,,0,2,2016,"","",2090,2090,2145,Sample collected from deep tube wells
2212,8,"",mecA,PBP2a,penicilin binding protein,"",Not known,,,,,,"",Not known,"","",1,0,0,,,,0,2,2016,"","",2090,2090,2146,Sample collected from deep tube wells
2213,8,"",mecA,PBP2a,penicilin binding protein,"",Not known,,,,,,"",Not known,"","",1,0,0,,,,0,2,2016,"","",2090,2090,2147,Sample collected from deep tube wells
2214,8,"",mecA,PBP2a,penicilin binding protein,"",Not known,,,,,,"",Not known,"","",1,0,0,,,,0,2,2016,"","",2090,2090,2148,Sample collected from deep tube wells
2215,8,"",mecA,PBP2a,penicilin binding protein,"",Not known,,,,,,"",Not known,"","",1,0,0,,,,0,2,2016,"","",2090,2090,2149,Sample collected from deep tube wells
2216,8,"",intI1,Integron integrase DNA recombinase,DNA recombinases,"",Not known,,,,,,"",Not known,"","",1,0,162.181009735893,,,,0,2,2016,"","",2091,2091,2144,Sample collected from deep tube wells
2217,8,"",intI1,Integron integrase DNA recombinase,DNA recombinases,"",Not known,,,,,,"",Not known,"","",1,0,2187.76162394955,,,,0,2,2016,"","",2091,2091,2145,Sample collected from deep tube wells
2218,8,"",intI1,Integron integrase DNA recombinase,DNA recombinases,"",Not known,,,,,,"",Not known,"","",1,0,380.189396320561,,,,0,2,2016,"","",2091,2091,2146,Sample collected from deep tube wells
2219,8,"",intI1,Integron integrase DNA recombinase,DNA recombinases,"",Not known,,,,,,"",Not known,"","",1,0,151.356124843621,,,,0,2,2016,"","",2091,2091,2147,Sample collected from deep tube wells
2220,8,"",intI1,Integron integrase DNA recombinase,DNA recombinases,"",Not known,,,,,,"",Not known,"","",1,0,158.489319246111,,,,0,2,2016,"","",2091,2091,2148,Sample collected from deep tube wells
2221,8,"",intI1,Integron integrase DNA recombinase,DNA recombinases,"",Not known,,,,,,"",Not known,"","",1,0,10964.7819614319,,,,0,2,2016,"","",2091,2091,2149,Sample collected from deep tube wells
2222,8,"",sul1,dihydropteroate synthase,dihydropteroate synthase,"",Not known,,,,,,"",Not known,"","",1,0,9549.92586021437,,,,0,2,2016,"","",2079,2079,2150,Sample collected from shallow dug wells
2223,8,"",sul1,dihydropteroate synthase,dihydropteroate synthase,"",Not known,,,,,,"",Not known,"","",1,0,213796.208950223,,,,0,2,2016,"","",2079,2079,2151,Sample collected from shallow dug wells
2224,8,"",sul1,dihydropteroate synthase,dihydropteroate synthase,"",Not known,,,,,,"",Not known,"","",1,0,1000,,,,0,2,2016,"","",2079,2079,2152,Sample collected from shallow dug wells
2225,8,"",sul1,dihydropteroate synthase,dihydropteroate synthase,"",Not known,,,,,,"",Not known,"","",1,0,117489.755493953,,,,0,2,2016,"","",2079,2079,2153,Sample collected from shallow dug wells
2226,8,"",sul1,dihydropteroate synthase,dihydropteroate synthase,"",Not known,,,,,,"",Not known,"","",1,0,95499.2586021437,,,,0,2,2016,"","",2079,2079,2154,Sample collected from shallow dug wells
2227,8,"",sul1,dihydropteroate synthase,dihydropteroate synthase,"",Not known,,,,,,"",Not known,"","",1,0,4570.88189614876,,,,0,2,2016,"","",2079,2079,2155,Sample collected from shallow dug wells
2228,8,"",sul1,dihydropteroate synthase,dihydropteroate synthase,"",Not known,,,,,,"",Not known,"","",1,0,64565.4229034656,,,,0,2,2016,"","",2079,2079,2156,Sample collected from shallow dug wells
2229,8,"",sul1,dihydropteroate synthase,dihydropteroate synthase,"",Not known,,,,,,"",Not known,"","",1,0,77624.7116628692,,,,0,2,2016,"","",2079,2079,2157,Sample collected from shallow dug wells
2230,8,"",sul1,dihydropteroate synthase,dihydropteroate synthase,"",Not known,,,,,,"",Not known,"","",1,0,457088.189614876,,,,0,2,2016,"","",2079,2079,2158,Sample collected from shallow dug wells
2231,8,"",sul1,dihydropteroate synthase,dihydropteroate synthase,"",Not known,,,,,,"",Not known,"","",1,0,26915.3480392692,,,,0,2,2016,"","",2079,2079,2159,Sample collected from shallow dug wells
2232,8,"",sul1,dihydropteroate synthase,dihydropteroate synthase,"",Not known,,,,,,"",Not known,"","",1,0,2630.26799189539,,,,0,2,2016,"","",2079,2079,2160,Sample collected from shallow dug wells
2233,8,"",tetA,efflux pump,Tetracycline,"",Not known,,,,,,"",Not known,"","",1,0,0,,,,0,2,2016,"","",2080,2080,2150,Sample collected from shallow dug wells
2234,8,"",tetA,efflux pump,Tetracycline,"",Not known,,,,,,"",Not known,"","",1,0,398.107170553497,,,,0,2,2016,"","",2080,2080,2151,Sample collected from shallow dug wells
2235,8,"",tetA,efflux pump,Tetracycline,"",Not known,,,,,,"",Not known,"","",1,0,0,,,,0,2,2016,"","",2080,2080,2152,Sample collected from shallow dug wells
2236,8,"",tetA,efflux pump,Tetracycline,"",Not known,,,,,,"",Not known,"","",1,0,2630.26799189539,,,,0,2,2016,"","",2080,2080,2153,Sample collected from shallow dug wells
2237,8,"",tetA,efflux pump,Tetracycline,"",Not known,,,,,,"",Not known,"","",1,0,524.807460249773,,,,0,2,2016,"","",2080,2080,2154,Sample collected from shallow dug wells
2238,8,"",tetA,efflux pump,Tetracycline,"",Not known,,,,,,"",Not known,"","",1,0,954.992586021438,,,,0,2,2016,"","",2080,2080,2155,Sample collected from shallow dug wells
2239,8,"",tetA,efflux pump,Tetracycline,"",Not known,,,,,,"",Not known,"","",1,0,288.403150312661,,,,0,2,2016,"","",2080,2080,2156,Sample collected from shallow dug wells
2240,8,"",tetA,efflux pump,Tetracycline,"",Not known,,,,,,"",Not known,"","",1,0,1949.84459975805,,,,0,2,2016,"","",2080,2080,2157,Sample collected from shallow dug wells
2241,8,"",tetA,efflux pump,Tetracycline,"",Not known,,,,,,"",Not known,"","",1,0,38018.9396320562,,,,0,2,2016,"","",2080,2080,2158,Sample collected from shallow dug wells
2242,8,"",tetA,efflux pump,Tetracycline,"",Not known,,,,,,"",Not known,"","",1,0,1174.89755493953,,,,0,2,2016,"","",2080,2080,2159,Sample collected from shallow dug wells
2243,8,"",tetA,efflux pump,Tetracycline,"",Not known,,,,,,"",Not known,"","",1,0,154.881661891249,,,,0,2,2016,"","",2080,2080,2160,Sample collected from shallow dug wells
2244,8,"",acrD,efflux pump,Aminoglycoside,"",Not known,,,,,,"",Not known,"","",1,0,0,,,,0,2,2016,"","",2081,2081,2150,Sample collected from shallow dug wells
2245,8,"",acrD,efflux pump,Aminoglycoside,"",Not known,,,,,,"",Not known,"","",1,0,144.543977074593,,,,0,2,2016,"","",2081,2081,2151,Sample collected from shallow dug wells
2246,8,"",acrD,efflux pump,Aminoglycoside,"",Not known,,,,,,"",Not known,"","",1,0,0,,,,0,2,2016,"","",2081,2081,2152,Sample collected from shallow dug wells
2247,8,"",acrD,efflux pump,Aminoglycoside,"",Not known,,,,,,"",Not known,"","",1,0,0,,,,0,2,2016,"","",2081,2081,2153,Sample collected from shallow dug wells
2248,8,"",acrD,efflux pump,Aminoglycoside,"",Not known,,,,,,"",Not known,"","",1,0,151.356124843621,,,,0,2,2016,"","",2081,2081,2154,Sample collected from shallow dug wells
2249,8,"",acrD,efflux pump,Aminoglycoside,"",Not known,,,,,,"",Not known,"","",1,0,457.088189614876,,,,0,2,2016,"","",2081,2081,2155,Sample collected from shallow dug wells
2250,8,"",acrD,efflux pump,Aminoglycoside,"",Not known,,,,,,"",Not known,"","",1,0,0,,,,0,2,2016,"","",2081,2081,2156,Sample collected from shallow dug wells
2251,8,"",acrD,efflux pump,Aminoglycoside,"",Not known,,,,,,"",Not known,"","",1,0,363.078054770102,,,,0,2,2016,"","",2081,2081,2157,Sample collected from shallow dug wells
2252,8,"",acrD,efflux pump,Aminoglycoside,"",Not known,,,,,,"",Not known,"","",1,0,151.356124843621,,,,0,2,2016,"","",2081,2081,2158,Sample collected from shallow dug wells
2253,8,"",acrD,efflux pump,Aminoglycoside,"",Not known,,,,,,"",Not known,"","",1,0,489.778819368447,,,,0,2,2016,"","",2081,2081,2159,Sample collected from shallow dug wells
2254,8,"",acrD,efflux pump,Aminoglycoside,"",Not known,,,,,,"",Not known,"","",1,0,147.910838816821,,,,0,2,2016,"","",2081,2081,2160,Sample collected from shallow dug wells
2255,8,"",qacF,efflux pump,Quaternary ammonium,"",Not known,,,,,,"",Not known,"","",1,0,0,,,,0,2,2016,"","",2082,2082,2150,Sample collected from shallow dug wells
2256,8,"",qacF,efflux pump,Quaternary ammonium,"",Not known,,,,,,"",Not known,"","",1,0,0,,,,0,2,2016,"","",2082,2082,2151,Sample collected from shallow dug wells
2257,8,"",qacF,efflux pump,Quaternary ammonium,"",Not known,,,,,,"",Not known,"","",1,0,0,,,,0,2,2016,"","",2082,2082,2152,Sample collected from shallow dug wells
2258,8,"",qacF,efflux pump,Quaternary ammonium,"",Not known,,,,,,"",Not known,"","",1,0,15135.6124843621,,,,0,2,2016,"","",2082,2082,2153,Sample collected from shallow dug wells
2259,8,"",qacF,efflux pump,Quaternary ammonium,"",Not known,,,,,,"",Not known,"","",1,0,251.188643150959,,,,0,2,2016,"","",2082,2082,2154,Sample collected from shallow dug wells
2260,8,"",qacF,efflux pump,Quaternary ammonium,"",Not known,,,,,,"",Not known,"","",1,0,489.778819368447,,,,0,2,2016,"","",2082,2082,2155,Sample collected from shallow dug wells
2261,8,"",qacF,efflux pump,Quaternary ammonium,"",Not known,,,,,,"",Not known,"","",1,0,239.883291901949,,,,0,2,2016,"","",2082,2082,2156,Sample collected from shallow dug wells
2262,8,"",qacF,efflux pump,Quaternary ammonium,"",Not known,,,,,,"",Not known,"","",1,0,1288.24955169314,,,,0,2,2016,"","",2082,2082,2157,Sample collected from shallow dug wells
2263,8,"",qacF,efflux pump,Quaternary ammonium,"",Not known,,,,,,"",Not known,"","",1,0,50118.7233627273,,,,0,2,2016,"","",2082,2082,2158,Sample collected from shallow dug wells
2264,8,"",qacF,efflux pump,Quaternary ammonium,"",Not known,,,,,,"",Not known,"","",1,0,0,,,,0,2,2016,"","",2082,2082,2159,Sample collected from shallow dug wells
2265,8,"",qacF,efflux pump,Quaternary ammonium,"",Not known,,,,,,"",Not known,"","",1,0,0,,,,0,2,2016,"","",2082,2082,2160,Sample collected from shallow dug wells
2266,8,"",blaOXA,Beta-lactamase OXA,lactamases,"",Not known,,,,,,"",Not known,"","",1,0,0,,,,0,2,2016,"","",2083,2083,2150,Sample collected from shallow dug wells
2267,8,"",blaOXA,Beta-lactamase OXA,lactamases,"",Not known,,,,,,"",Not known,"","",1,0,141.253754462276,,,,0,2,2016,"","",2083,2083,2151,Sample collected from shallow dug wells
2268,8,"",blaOXA,Beta-lactamase OXA,lactamases,"",Not known,,,,,,"",Not known,"","",1,0,0,,,,0,2,2016,"","",2083,2083,2152,Sample collected from shallow dug wells
2269,8,"",blaOXA,Beta-lactamase OXA,lactamases,"",Not known,,,,,,"",Not known,"","",1,0,0,,,,0,2,2016,"","",2083,2083,2153,Sample collected from shallow dug wells
2270,8,"",blaOXA,Beta-lactamase OXA,lactamases,"",Not known,,,,,,"",Not known,"","",1,0,204.173794466953,,,,0,2,2016,"","",2083,2083,2154,Sample collected from shallow dug wells
2271,8,"",blaOXA,Beta-lactamase OXA,lactamases,"",Not known,,,,,,"",Not known,"","",1,0,0,,,,0,2,2016,"","",2083,2083,2155,Sample collected from shallow dug wells
2272,8,"",blaOXA,Beta-lactamase OXA,lactamases,"",Not known,,,,,,"",Not known,"","",1,0,0,,,,0,2,2016,"","",2083,2083,2156,Sample collected from shallow dug wells
2273,8,"",blaOXA,Beta-lactamase OXA,lactamases,"",Not known,,,,,,"",Not known,"","",1,0,190.546071796325,,,,0,2,2016,"","",2083,2083,2157,Sample collected from shallow dug wells
2274,8,"",blaOXA,Beta-lactamase OXA,lactamases,"",Not known,,,,,,"",Not known,"","",1,0,147.910838816821,,,,0,2,2016,"","",2083,2083,2158,Sample collected from shallow dug wells
2275,8,"",blaOXA,Beta-lactamase OXA,lactamases,"",Not known,,,,,,"",Not known,"","",1,0,295.120922666639,,,,0,2,2016,"","",2083,2083,2159,Sample collected from shallow dug wells
2276,8,"",blaOXA,Beta-lactamase OXA,lactamases,"",Not known,,,,,,"",Not known,"","",1,0,0,,,,0,2,2016,"","",2083,2083,2160,Sample collected from shallow dug wells
2277,8,"",qnrS,Quinolone resistance pentapeptide repeat protein,Quinolone resistance pentapeptide repeat protein,"",Not known,,,,,,"",Not known,"","",1,0,0,,,,0,2,2016,"","",2084,2084,2150,Sample collected from shallow dug wells
2278,8,"",qnrS,Quinolone resistance pentapeptide repeat protein,Quinolone resistance pentapeptide repeat protein,"",Not known,,,,,,"",Not known,"","",1,0,0,,,,0,2,2016,"","",2084,2084,2151,Sample collected from shallow dug wells
2279,8,"",qnrS,Quinolone resistance pentapeptide repeat protein,Quinolone resistance pentapeptide repeat protein,"",Not known,,,,,,"",Not known,"","",1,0,0,,,,0,2,2016,"","",2084,2084,2152,Sample collected from shallow dug wells
2280,8,"",qnrS,Quinolone resistance pentapeptide repeat protein,Quinolone resistance pentapeptide repeat protein,"",Not known,,,,,,"",Not known,"","",1,0,0,,,,0,2,2016,"","",2084,2084,2153,Sample collected from shallow dug wells
2281,8,"",qnrS,Quinolone resistance pentapeptide repeat protein,Quinolone resistance pentapeptide repeat protein,"",Not known,,,,,,"",Not known,"","",1,0,0,,,,0,2,2016,"","",2084,2084,2154,Sample collected from shallow dug wells
2282,8,"",qnrS,Quinolone resistance pentapeptide repeat protein,Quinolone resistance pentapeptide repeat protein,"",Not known,,,,,,"",Not known,"","",1,0,316.227766016838,,,,0,2,2016,"","",2084,2084,2155,Sample collected from shallow dug wells
2283,8,"",qnrS,Quinolone resistance pentapeptide repeat protein,Quinolone resistance pentapeptide repeat protein,"",Not known,,,,,,"",Not known,"","",1,0,354.813389233576,,,,0,2,2016,"","",2084,2084,2156,Sample collected from shallow dug wells
2284,8,"",qnrS,Quinolone resistance pentapeptide repeat protein,Quinolone resistance pentapeptide repeat protein,"",Not known,,,,,,"",Not known,"","",1,0,190.546071796325,,,,0,2,2016,"","",2084,2084,2157,Sample collected from shallow dug wells
2285,8,"",qnrS,Quinolone resistance pentapeptide repeat protein,Quinolone resistance pentapeptide repeat protein,"",Not known,,,,,,"",Not known,"","",1,0,0,,,,0,2,2016,"","",2084,2084,2158,Sample collected from shallow dug wells
2286,8,"",qnrS,Quinolone resistance pentapeptide repeat protein,Quinolone resistance pentapeptide repeat protein,"",Not known,,,,,,"",Not known,"","",1,0,213.796208950223,,,,0,2,2016,"","",2084,2084,2159,Sample collected from shallow dug wells
2287,8,"",qnrS,Quinolone resistance pentapeptide repeat protein,Quinolone resistance pentapeptide repeat protein,"",Not known,,,,,,"",Not known,"","",1,0,0,,,,0,2,2016,"","",2084,2084,2160,Sample collected from shallow dug wells
2288,8,"",tetM,tetracycline-resistant ribosomal protection protein,tetracycline-resistant ribosomal protection proteins,"",Not known,,,,,,"",Not known,"","",1,0,0,,,,0,2,2016,"","",2085,2085,2150,Sample collected from shallow dug wells
2289,8,"",tetM,tetracycline-resistant ribosomal protection protein,tetracycline-resistant ribosomal protection proteins,"",Not known,,,,,,"",Not known,"","",1,0,0,,,,0,2,2016,"","",2085,2085,2151,Sample collected from shallow dug wells
2290,8,"",tetM,tetracycline-resistant ribosomal protection protein,tetracycline-resistant ribosomal protection proteins,"",Not known,,,,,,"",Not known,"","",1,0,0,,,,0,2,2016,"","",2085,2085,2152,Sample collected from shallow dug wells
2291,8,"",tetM,tetracycline-resistant ribosomal protection protein,tetracycline-resistant ribosomal protection proteins,"",Not known,,,,,,"",Not known,"","",1,0,346.736850452532,,,,0,2,2016,"","",2085,2085,2153,Sample collected from shallow dug wells
2292,8,"",tetM,tetracycline-resistant ribosomal protection protein,tetracycline-resistant ribosomal protection proteins,"",Not known,,,,,,"",Not known,"","",1,0,194.984459975805,,,,0,2,2016,"","",2085,2085,2154,Sample collected from shallow dug wells
2293,8,"",tetM,tetracycline-resistant ribosomal protection protein,tetracycline-resistant ribosomal protection proteins,"",Not known,,,,,,"",Not known,"","",1,0,263.026799189538,,,,0,2,2016,"","",2085,2085,2155,Sample collected from shallow dug wells
2294,8,"",tetM,tetracycline-resistant ribosomal protection protein,tetracycline-resistant ribosomal protection proteins,"",Not known,,,,,,"",Not known,"","",1,0,0,,,,0,2,2016,"","",2085,2085,2156,Sample collected from shallow dug wells
2295,8,"",tetM,tetracycline-resistant ribosomal protection protein,tetracycline-resistant ribosomal protection proteins,"",Not known,,,,,,"",Not known,"","",1,0,147.910838816821,,,,0,2,2016,"","",2085,2085,2157,Sample collected from shallow dug wells
2296,8,"",tetM,tetracycline-resistant ribosomal protection protein,tetracycline-resistant ribosomal protection proteins,"",Not known,,,,,,"",Not known,"","",1,0,0,,,,0,2,2016,"","",2085,2085,2158,Sample collected from shallow dug wells
2297,8,"",tetM,tetracycline-resistant ribosomal protection protein,tetracycline-resistant ribosomal protection proteins,"",Not known,,,,,,"",Not known,"","",1,0,151.356124843621,,,,0,2,2016,"","",2085,2085,2159,Sample collected from shallow dug wells
2298,8,"",tetM,tetracycline-resistant ribosomal protection protein,tetracycline-resistant ribosomal protection proteins,"",Not known,,,,,,"",Not known,"","",1,0,0,,,,0,2,2016,"","",2085,2085,2160,Sample collected from shallow dug wells
2299,8,"",blaKPC,Serin-beta-Lactamase,ESBL,"",Not known,,,,,,"",Not known,"","",1,0,0,,,,0,2,2016,"","",2086,2086,2150,Sample collected from shallow dug wells
2300,8,"",blaKPC,Serin-beta-Lactamase,ESBL,"",Not known,,,,,,"",Not known,"","",1,0,0,,,,0,2,2016,"","",2086,2086,2151,Sample collected from shallow dug wells
2301,8,"",blaKPC,Serin-beta-Lactamase,ESBL,"",Not known,,,,,,"",Not known,"","",1,0,0,,,,0,2,2016,"","",2086,2086,2152,Sample collected from shallow dug wells
2302,8,"",blaKPC,Serin-beta-Lactamase,ESBL,"",Not known,,,,,,"",Not known,"","",1,0,158.489319246111,,,,0,2,2016,"","",2086,2086,2153,Sample collected from shallow dug wells
2303,8,"",blaKPC,Serin-beta-Lactamase,ESBL,"",Not known,,,,,,"",Not known,"","",1,0,0,,,,0,2,2016,"","",2086,2086,2154,Sample collected from shallow dug wells
2304,8,"",blaKPC,Serin-beta-Lactamase,ESBL,"",Not known,,,,,,"",Not known,"","",1,0,0,,,,0,2,2016,"","",2086,2086,2155,Sample collected from shallow dug wells
2305,8,"",blaKPC,Serin-beta-Lactamase,ESBL,"",Not known,,,,,,"",Not known,"","",1,0,0,,,,0,2,2016,"","",2086,2086,2156,Sample collected from shallow dug wells
2306,8,"",blaKPC,Serin-beta-Lactamase,ESBL,"",Not known,,,,,,"",Not known,"","",1,0,0,,,,0,2,2016,"","",2086,2086,2157,Sample collected from shallow dug wells
2307,8,"",blaKPC,Serin-beta-Lactamase,ESBL,"",Not known,,,,,,"",Not known,"","",1,0,0,,,,0,2,2016,"","",2086,2086,2158,Sample collected from shallow dug wells
2308,8,"",blaKPC,Serin-beta-Lactamase,ESBL,"",Not known,,,,,,"",Not known,"","",1,0,138.038426460288,,,,0,2,2016,"","",2086,2086,2159,Sample collected from shallow dug wells
